4776ms
(0,6,11,),(0,0,0,) (11,13,16,),(0,0,0,) 0
(11,12,14,),(0,0,0,) (4,14,15,),(0,0,0,) 0
(11,12,14,),(0,0,0,) (9,11,15,),(0,0,0,) 0
(11,12,14,),(0,0,0,) (9,11,14,),(0,0,0,) 0
(4,14,15,),(0,0,0,) (9,11,15,),(0,0,0,) 0
(4,14,15,),(0,0,0,) (9,11,14,),(0,0,0,) 0
(9,11,15,),(0,0,0,) (9,11,14,),(0,0,0,) 0
(6,11,13,),(1,1,1,) (0,8,16,),(0,1,1,) 0
(6,11,13,),(1,1,1,) (0,6,11,),(0,1,1,) 0
(0,8,16,),(0,1,1,) (0,6,11,),(0,1,1,) 0
(10,13,15,),(1,1,1,) (5,13,15,),(1,1,1,) 0
(9,11,13,),(2,2,2,) (8,11,16,),(2,2,2,) 0
(9,11,13,),(2,2,2,) (8,9,11,),(2,2,2,) 0
(9,11,13,),(2,2,2,) (0,9,11,),(0,2,2,) 0
(8,11,16,),(2,2,2,) (8,9,11,),(2,2,2,) 0
(8,11,16,),(2,2,2,) (0,9,11,),(0,2,2,) 0
(8,9,11,),(2,2,2,) (0,9,11,),(0,2,2,) 0
(11,13,17,),(2,2,2,) (7,14,19,),(2,2,2,) 0
(4,5,10,),(2,2,2,) (2,8,10,),(2,2,2,) 0
(0,14,15,),(0,0,1,) (1,3,13,),(1,1,2,) 0
(11,14,18,),(0,0,1,) (3,14,17,),(1,0,0,) 0
(4,5,7,),(2,0,2,) (5,7,11,),(0,2,0,) 0
(4,5,7,),(2,0,2,) (4,5,12,),(2,0,1,) 0
(5,7,11,),(0,2,0,) (4,5,12,),(2,0,1,) 0
(5,15,18,),(0,1,1,) (5,11,15,),(0,0,1,) 0
(5,15,18,),(0,1,1,) (5,13,15,),(0,2,1,) 0
(5,11,15,),(0,0,1,) (5,13,15,),(0,2,1,) 0
(0,3,17,),(0,2,1,) (3,4,17,),(2,0,1,) 0
(1,11,18,),(1,1,2,) (1,4,12,),(1,0,2,) 0
(0,5,10,),(0,1,0,) (0,1,9,),(0,1,2,) 0
(7,15,19,),(0,2,0,) (13,15,19,),(0,2,0,) 0
(1,11,12,),(1,2,0,) (4,11,19,),(1,2,1,) 0
(1,11,12,),(1,2,0,) (0,11,18,),(0,2,0,) 0
(1,11,12,),(1,2,0,) (4,11,18,),(1,2,0,) 0
(1,11,12,),(1,2,0,) (0,1,12,),(0,1,0,) 0
(1,11,12,),(1,2,0,) (8,11,18,),(2,2,0,) 0
(4,11,19,),(1,2,1,) (0,11,18,),(0,2,0,) 0
(4,11,19,),(1,2,1,) (4,11,18,),(1,2,0,) 0
(4,11,19,),(1,2,1,) (0,1,12,),(0,1,0,) 0
(4,11,19,),(1,2,1,) (8,11,18,),(2,2,0,) 0
(0,11,18,),(0,2,0,) (4,11,18,),(1,2,0,) 0
(0,11,18,),(0,2,0,) (0,1,12,),(0,1,0,) 0
(0,11,18,),(0,2,0,) (8,11,18,),(2,2,0,) 0
(4,11,18,),(1,2,0,) (0,1,12,),(0,1,0,) 0
(4,11,18,),(1,2,0,) (8,11,18,),(2,2,0,) 0
(0,1,12,),(0,1,0,) (8,11,18,),(2,2,0,) 0
(1,10,16,),(1,1,1,) (10,16,18,),(1,1,0,) 0
(4,14,17,),(1,2,2,) (4,11,17,),(1,2,2,) 0
(3,13,14,),(2,1,0,) (0,1,15,),(0,2,2,) 0
(3,13,14,),(2,1,0,) (0,1,16,),(0,2,1,) 0
(3,13,14,),(2,1,0,) (0,1,14,),(0,2,0,) 0
(0,1,15,),(0,2,2,) (0,1,16,),(0,2,1,) 0
(0,1,15,),(0,2,2,) (0,1,14,),(0,2,0,) 0
(0,1,16,),(0,2,1,) (0,1,14,),(0,2,0,) 0
(1,10,17,),(2,1,0,) (1,7,9,),(2,1,2,) 0
(1,10,17,),(2,1,0,) (0,1,6,),(0,2,2,) 0
(1,7,9,),(2,1,2,) (0,1,6,),(0,2,2,) 0
(0,1,12,),(0,2,2,) (0,1,4,),(0,2,1,) 0
(0,1,12,),(0,2,2,) (0,1,8,),(0,2,0,) 0
(0,1,12,),(0,2,2,) (0,1,11,),(0,2,0,) 0
(0,1,12,),(0,2,2,) (1,4,12,),(2,1,2,) 0
(0,1,4,),(0,2,1,) (0,1,8,),(0,2,0,) 0
(0,1,4,),(0,2,1,) (0,1,11,),(0,2,0,) 0
(0,1,4,),(0,2,1,) (1,4,12,),(2,1,2,) 0
(0,1,8,),(0,2,0,) (0,1,11,),(0,2,0,) 0
(0,1,8,),(0,2,0,) (1,4,12,),(2,1,2,) 0
(0,1,11,),(0,2,0,) (1,4,12,),(2,1,2,) 0
(10,13,14,),(1,1,0,) (8,10,13,),(0,1,1,) 0
(4,12,17,),(2,0,1,) (9,10,16,),(0,2,2,) 0
(0,1,10,),(0,2,0,) (0,10,17,),(0,0,2,) 0
(0,1,10,),(0,2,0,) (5,9,10,),(2,1,0,) 0
(0,10,17,),(0,0,2,) (5,9,10,),(2,1,0,) 0
(0,3,13,),(0,1,0,) (0,1,13,),(0,2,0,) 0
(0,3,13,),(0,1,0,) (2,3,15,),(2,1,1,) 0
(0,1,13,),(0,2,0,) (2,3,15,),(2,1,1,) 0
(2,6,8,),(2,1,2,) (3,5,13,),(1,2,0,) 0
(2,6,8,),(2,1,2,) (6,8,18,),(1,2,1,) 0
(2,6,8,),(2,1,2,) (2,7,8,),(2,0,2,) 0
(3,5,13,),(1,2,0,) (6,8,18,),(1,2,1,) 0
(3,5,13,),(1,2,0,) (2,7,8,),(2,0,2,) 0
(6,8,18,),(1,2,1,) (2,7,8,),(2,0,2,) 0
(8,10,12,),(2,0,1,) (8,13,14,),(2,0,2,) 0
(8,10,12,),(2,0,1,) (8,10,13,),(2,0,0,) 0
(8,13,14,),(2,0,2,) (8,10,13,),(2,0,0,) 0
(0,9,10,),(1,1,0,) (1,9,10,),(0,1,0,) 0
(0,8,10,),(1,2,0,) (3,8,10,),(2,2,0,) 0
(2,8,16,),(0,2,2,) (4,5,8,),(1,1,2,) 0
(6,9,10,),(1,2,1,) (0,1,5,),(1,0,2,) 0
(6,9,11,),(1,2,1,) (6,11,16,),(1,1,0,) 0
(4,16,17,),(2,0,0,) (9,10,12,),(2,1,0,) 0
(11,17,18,),(1,0,2,) (3,6,11,),(0,1,1,) 0
(7,8,14,),(1,1,0,) (4,7,14,),(0,1,0,) 0
(14,16,18,),(0,1,0,) (16,18,19,),(1,0,2,) 0
(0,12,19,),(1,1,2,) (0,1,19,),(1,0,2,) 0
(0,12,19,),(1,1,2,) (0,11,19,),(1,2,2,) 0
(0,12,19,),(1,1,2,) (11,18,19,),(2,0,2,) 0
(0,1,19,),(1,0,2,) (0,11,19,),(1,2,2,) 0
(0,1,19,),(1,0,2,) (11,18,19,),(2,0,2,) 0
(0,11,19,),(1,2,2,) (11,18,19,),(2,0,2,) 0
(2,3,7,),(2,1,1,) (6,7,8,),(2,1,1,) 0
(10,13,17,),(2,0,2,) (3,9,10,),(0,2,2,) 0
(4,5,6,),(0,1,1,) (4,5,12,),(0,1,0,) 0
(10,13,14,),(2,0,1,) (6,8,14,),(1,2,1,) 0
(4,5,15,),(0,1,1,) (0,4,15,),(1,0,1,) 0
(0,9,10,),(1,2,2,) (7,9,17,),(1,2,2,) 0
(4,6,9,),(0,1,2,) (0,2,19,),(1,0,2,) 0
(1,8,9,),(1,2,2,) (2,5,12,),(0,1,0,) 0
(1,8,9,),(1,2,2,) (8,9,12,),(2,2,0,) 0
(1,8,9,),(1,2,2,) (1,8,15,),(1,2,1,) 0
(2,5,12,),(0,1,0,) (8,9,12,),(2,2,0,) 0
(2,5,12,),(0,1,0,) (1,8,15,),(1,2,1,) 0
(8,9,12,),(2,2,0,) (1,8,15,),(1,2,1,) 0
(8,14,16,),(0,2,2,) (15,18,19,),(2,0,0,) 0
(2,17,18,),(1,0,0,) (2,15,18,),(1,2,0,) 0
(0,5,6,),(1,2,2,) (1,7,9,),(1,2,0,) 0
(2,5,12,),(1,2,1,) (5,12,15,),(2,1,2,) 0
(2,5,12,),(1,2,1,) (2,5,15,),(1,2,2,) 0
(5,12,15,),(2,1,2,) (2,5,15,),(1,2,2,) 0
(5,6,11,),(0,0,2,) (4,5,6,),(2,0,0,) 0
(12,13,15,),(2,2,0,) (7,12,15,),(0,2,0,) 0
(5,8,13,),(1,2,2,) (6,7,18,),(2,0,0,) 0
(5,8,13,),(1,2,2,) (3,6,7,),(1,2,0,) 0
(6,7,18,),(2,0,0,) (3,6,7,),(1,2,0,) 0
(4,6,16,),(2,2,0,) (1,6,18,),(2,2,0,) 0
(3,9,19,),(2,1,2,) (5,9,16,),(2,1,1,) 0
(1,8,10,),(2,0,2,) (10,12,13,),(2,2,0,) 0
(1,8,10,),(2,0,2,) (1,12,13,),(2,2,0,) 0
(10,12,13,),(2,2,0,) (1,12,13,),(2,2,0,) 0
(8,9,13,),(0,1,0,) (0,8,9,),(1,0,1,) 0
(8,9,13,),(0,1,0,) (8,9,16,),(0,1,1,) 0
(0,8,9,),(1,0,1,) (8,9,16,),(0,1,1,) 0
(0,15,19,),(1,0,2,) (3,4,5,),(2,0,2,) 0
(0,15,19,),(1,0,2,) (0,4,5,),(1,0,2,) 0
(3,4,5,),(2,0,2,) (0,4,5,),(1,0,2,) 0
(12,14,15,),(2,2,0,) (12,15,17,),(2,0,0,) 0
(0,5,15,),(1,0,1,) (3,4,5,),(0,1,0,) 0
(0,5,15,),(1,0,1,) (0,4,5,),(1,1,0,) 0
(0,5,15,),(1,0,1,) (3,5,15,),(0,0,1,) 0
(0,5,15,),(1,0,1,) (3,5,17,),(0,0,1,) 0
(3,4,5,),(0,1,0,) (0,4,5,),(1,1,0,) 0
(3,4,5,),(0,1,0,) (3,5,15,),(0,0,1,) 0
(3,4,5,),(0,1,0,) (3,5,17,),(0,0,1,) 0
(0,4,5,),(1,1,0,) (3,5,15,),(0,0,1,) 0
(0,4,5,),(1,1,0,) (3,5,17,),(0,0,1,) 0
(3,5,15,),(0,0,1,) (3,5,17,),(0,0,1,) 0
(0,6,17,),(1,1,1,) (1,5,7,),(2,0,2,) 0
(2,15,16,),(2,1,2,) (0,13,14,),(1,1,0,) 0
(2,15,16,),(2,1,2,) (0,13,15,),(1,1,1,) 0
(0,13,14,),(1,1,0,) (0,13,15,),(1,1,1,) 0
(5,12,15,),(0,0,1,) (2,5,12,),(2,0,0,) 0
(5,12,15,),(0,0,1,) (1,8,15,),(2,1,1,) 0
(2,5,12,),(2,0,0,) (1,8,15,),(2,1,1,) 0
(4,14,17,),(2,2,1,) (4,16,17,),(2,1,1,) 0
(5,6,11,),(2,0,0,) (6,11,12,),(0,0,1,) 0
(5,6,11,),(2,0,0,) (5,6,12,),(2,0,1,) 0
(6,11,12,),(0,0,1,) (5,6,12,),(2,0,1,) 0
(0,7,9,),(2,1,2,) (0,1,9,),(2,0,2,) 0
(5,8,15,),(0,2,1,) (2,5,15,),(1,0,1,) 0
(4,10,14,),(0,1,0,) (4,12,15,),(0,2,1,) 0
(4,10,14,),(0,1,0,) (4,14,15,),(0,0,1,) 0
(4,12,15,),(0,2,1,) (4,14,15,),(0,0,1,) 0
(5,8,13,),(0,2,0,) (2,5,18,),(1,0,0,) 0
