15090ms
(6,7,8,),(1,0,1,) (7,8,9,),(0,1,0,) 0
(14,15,18,),(0,1,1,) (3,14,15,),(0,0,1,) 0
(6,7,23,),(1,0,1,) (6,7,22,),(1,0,0,) 0
(6,7,23,),(1,0,1,) (6,9,22,),(1,0,0,) 0
(6,7,23,),(1,0,1,) (6,8,22,),(1,0,0,) 0
(6,7,22,),(1,0,0,) (6,9,22,),(1,0,0,) 0
(6,7,22,),(1,0,0,) (6,8,22,),(1,0,0,) 0
(6,9,22,),(1,0,0,) (6,8,22,),(1,0,0,) 0
(7,8,24,),(0,1,0,) (7,8,23,),(0,1,1,) 0
(7,8,24,),(0,1,0,) (7,9,23,),(0,1,1,) 0
(7,8,23,),(0,1,1,) (7,9,23,),(0,1,1,) 0
(8,9,25,),(0,1,0,) (8,9,24,),(0,1,1,) 0
(8,9,24,),(1,0,0,) (8,9,25,),(1,0,1,) 0
(9,22,24,),(0,0,0,) (9,23,24,),(0,0,0,) 1
(14,15,17,),(0,1,1,) (14,16,17,),(0,0,1,) 1
(7,8,10,),(0,1,1,) (7,8,29,),(0,1,0,) 1
(0,1,3,),(0,1,0,) (0,1,18,),(0,1,1,) 1
(0,1,3,),(0,1,0,) (0,1,19,),(0,1,0,) 1
(0,1,3,),(0,1,0,) (3,16,17,),(0,1,0,) 1
(8,9,19,),(1,0,0,) (8,9,18,),(1,0,1,) 1
(8,9,19,),(1,0,0,) (3,8,9,),(0,1,0,) 1
(6,7,8,),(1,0,1,) (7,8,22,),(0,1,1,) 1
(6,7,8,),(1,0,1,) (8,9,23,),(1,0,0,) 1
(7,8,9,),(0,1,0,) (7,8,22,),(0,1,1,) 1
(7,8,9,),(0,1,0,) (8,9,23,),(1,0,0,) 1
(8,9,22,),(1,0,0,) (7,9,22,),(1,0,0,) 1
(8,9,22,),(1,0,0,) (6,8,9,),(0,1,0,) 1
(4,14,15,),(1,0,1,) (0,14,15,),(1,0,1,) 1
(6,7,24,),(1,0,0,) (6,7,9,),(1,0,1,) 1
(6,7,24,),(1,0,0,) (7,8,9,),(0,0,1,) 1
(7,8,25,),(0,1,1,) (7,9,24,),(0,1,1,) 1
(7,9,21,),(1,0,1,) (7,9,19,),(1,0,0,) 1
(6,7,10,),(1,0,0,) (6,7,26,),(1,0,0,) 1
(6,7,10,),(1,0,0,) (6,7,27,),(1,0,1,) 1
(4,8,9,),(1,0,1,) (5,8,9,),(0,0,1,) 1
(8,9,12,),(0,1,1,) (8,9,13,),(0,1,0,) 1
(8,9,12,),(0,1,1,) (8,9,29,),(0,1,0,) 1
(8,9,12,),(0,1,1,) (8,9,28,),(0,1,1,) 1
(8,9,21,),(1,0,1,) (4,8,9,),(0,1,0,) 1
(8,9,21,),(1,0,1,) (5,8,9,),(1,1,0,) 1
(14,15,18,),(0,1,1,) (2,3,15,),(1,0,1,) 1
(3,14,15,),(0,0,1,) (2,3,15,),(1,0,1,) 1
(7,8,24,),(0,1,0,) (7,9,25,),(0,1,0,) 1
(7,8,23,),(0,1,1,) (7,9,25,),(0,1,0,) 1
(7,9,23,),(0,1,1,) (7,9,25,),(0,1,0,) 1
(9,22,24,),(0,0,0,) (9,22,23,),(0,0,0,) 2
(0,1,13,),(0,1,1,) (0,1,23,),(0,1,1,) 2
(0,1,13,),(0,1,1,) (0,1,29,),(0,1,1,) 2
(14,15,17,),(0,1,1,) (14,15,16,),(0,1,0,) 2
(7,8,15,),(0,1,0,) (7,8,16,),(0,1,1,) 2
(7,8,10,),(0,1,1,) (7,8,26,),(0,1,1,) 2
(8,9,19,),(1,0,0,) (2,8,9,),(1,1,0,) 2
(6,7,8,),(1,0,1,) (6,7,25,),(1,0,0,) 2
(7,8,9,),(0,1,0,) (6,7,25,),(1,0,0,) 2
(4,14,15,),(1,0,1,) (14,15,21,),(0,1,0,) 2
(4,14,15,),(1,0,1,) (14,15,20,),(0,1,1,) 2
(7,9,15,),(0,1,0,) (7,9,17,),(0,1,1,) 2
(6,7,24,),(1,0,0,) (7,24,25,),(0,0,1,) 2
(6,7,24,),(1,0,0,) (7,9,22,),(0,1,1,) 2
(6,7,24,),(1,0,0,) (8,9,23,),(0,1,0,) 2
(6,7,24,),(1,0,0,) (8,9,22,),(0,1,1,) 2
(6,7,24,),(1,0,0,) (6,8,9,),(1,0,1,) 2
(7,8,25,),(0,1,1,) (6,8,25,),(0,1,1,) 2
(7,8,25,),(0,1,1,) (6,9,24,),(0,1,1,) 2
(7,9,21,),(1,0,1,) (5,7,9,),(1,1,0,) 2
(6,7,10,),(1,0,0,) (7,10,11,),(0,0,1,) 2
(8,9,21,),(1,0,1,) (8,9,20,),(1,0,0,) 2
(5,9,27,),(1,0,1,) (11,21,25,),(1,1,0,) 2
(5,9,27,),(1,0,1,) (0,5,27,),(1,1,1,) 2
(8,9,25,),(0,1,0,) (9,24,25,),(1,1,0,) 2
(8,9,24,),(0,1,1,) (9,24,25,),(1,1,0,) 2
(8,9,24,),(1,0,0,) (9,24,25,),(0,0,1,) 2
(8,9,25,),(1,0,1,) (9,24,25,),(0,0,1,) 2
(7,21,22,),(0,0,0,) (7,20,21,),(0,0,0,) 3
(9,22,24,),(0,0,0,) (8,22,23,),(0,0,0,) 3
(9,22,24,),(0,0,0,) (8,23,25,),(0,0,0,) 3
(9,22,24,),(0,0,0,) (8,22,25,),(0,0,0,) 3
(9,22,24,),(0,0,0,) (7,22,24,),(0,0,0,) 3
(5,22,27,),(1,1,1,) (5,16,27,),(1,1,1,) 3
(0,1,13,),(0,1,1,) (1,22,23,),(1,0,1,) 3
(0,1,13,),(0,1,1,) (1,12,13,),(1,0,1,) 3
(0,1,13,),(0,1,1,) (0,1,7,),(0,1,1,) 3
(0,1,13,),(0,1,1,) (1,6,7,),(1,0,1,) 3
(0,1,13,),(0,1,1,) (6,7,13,),(0,1,1,) 3
(0,1,13,),(0,1,1,) (0,1,22,),(0,1,0,) 3
(7,8,10,),(0,1,1,) (0,7,8,),(0,0,1,) 3
(7,8,10,),(0,1,1,) (7,8,13,),(0,1,0,) 3
(0,1,3,),(0,1,0,) (1,2,3,),(1,1,0,) 3
(0,1,3,),(0,1,0,) (0,1,2,),(0,1,1,) 3
(0,1,3,),(0,1,0,) (0,1,16,),(0,1,1,) 3
(8,9,19,),(1,0,0,) (3,24,25,),(0,1,0,) 3
(1,3,10,),(1,0,1,) (1,9,16,),(1,0,1,) 3
(6,7,8,),(1,0,1,) (6,9,23,),(1,0,0,) 3
(6,7,8,),(1,0,1,) (6,8,9,),(1,1,0,) 3
(7,8,9,),(0,1,0,) (6,9,23,),(1,0,0,) 3
(7,8,9,),(0,1,0,) (6,8,9,),(1,1,0,) 3
(8,9,22,),(1,0,0,) (6,7,9,),(0,1,0,) 3
(8,9,22,),(1,0,0,) (8,9,23,),(1,0,1,) 3
(4,14,15,),(1,0,1,) (0,1,4,),(1,0,1,) 3
(4,14,15,),(1,0,1,) (0,1,15,),(1,0,1,) 3
(4,14,15,),(1,0,1,) (0,1,20,),(1,0,1,) 3
(4,14,15,),(1,0,1,) (1,14,15,),(0,0,1,) 3
(4,14,15,),(1,0,1,) (0,1,14,),(1,0,0,) 3
(6,7,24,),(1,0,0,) (6,7,25,),(1,0,1,) 3
