(0,5,29,),(1,1,1,) (0,27,29,),(1,1,1,) 2
(1,3,26,),(1,0,1,) (3,12,26,),(0,0,1,) 2
(0,9,29,),(1,0,1,) (0,4,29,),(1,0,1,) 2
(2,3,11,),(0,1,0,) (1,2,11,),(0,0,0,) 1
(5,8,29,),(1,1,1,) (2,5,29,),(1,1,1,) 2
(2,3,11,),(0,1,0,) (2,9,11,),(0,0,0,) 2
(2,11,16,),(0,0,0,) (2,11,17,),(0,0,0,) 2
(0,21,29,),(1,1,1,) (0,16,29,),(1,0,1,) 2
(6,13,22,),(0,0,0,) (13,17,22,),(0,0,0,) 2
(6,13,22,),(0,0,0,) (8,13,22,),(1,0,0,) 2
(8,13,22,),(1,0,0,) (13,15,22,),(0,1,0,) 2
(2,9,11,),(0,1,0,) (2,3,11,),(0,0,0,) 2
(2,11,17,),(0,0,1,) (2,11,16,),(0,0,1,) 2
(6,11,14,),(0,0,0,) (6,11,19,),(0,0,0,) 2
(6,11,25,),(0,0,1,) (6,11,19,),(0,0,0,) 2
(21,26,29,),(1,0,1,) (21,28,29,),(1,0,1,) 2
(13,15,22,),(0,0,0,) (8,13,22,),(0,0,0,) 2
(8,13,22,),(0,0,0,) (6,13,22,),(1,0,0,) 2
(13,17,22,),(0,1,0,) (6,13,22,),(1,0,0,) 2
(1,2,11,),(1,0,0,) (2,3,11,),(0,0,0,) 1
(0,16,29,),(1,1,1,) (0,21,29,),(1,0,1,) 2
(12,15,24,),(0,0,0,) (15,24,26,),(0,0,0,) 2
(2,16,19,),(0,0,1,) (2,17,19,),(0,0,1,) 2
(2,10,27,),(0,1,1,) (2,10,14,),(0,1,1,) 2
(19,22,26,),(0,0,1,) (22,25,26,),(0,1,1,) 2
(0,27,29,),(1,0,1,) (0,5,29,),(1,0,1,) 2
(15,24,26,),(0,0,1,) (12,15,24,),(1,0,0,) 2
(6,11,19,),(0,0,1,) (6,11,25,),(0,0,0,) 2
(6,11,19,),(0,0,1,) (6,11,14,),(0,0,1,) 2
(6,12,25,),(0,1,0,) (6,12,21,),(0,1,1,) 2
(15,22,27,),(0,0,1,) (5,15,22,),(1,0,0,) 2
(0,4,29,),(1,1,1,) (0,9,29,),(1,1,1,) 2
(5,9,27,),(1,1,0,) (5,10,27,),(1,1,0,) 2
(3,12,26,),(0,1,1,) (1,3,26,),(0,0,1,) 2
(22,25,26,),(0,0,1,) (19,22,26,),(1,0,1,) 2
(2,17,19,),(0,1,1,) (2,16,19,),(0,1,1,) 2
(5,15,22,),(0,0,0,) (15,22,27,),(0,0,0,) 2
(2,5,29,),(0,1,1,) (5,8,29,),(1,0,1,) 2
(5,10,27,),(1,0,0,) (5,9,27,),(1,0,0,) 2
(21,28,29,),(1,1,1,) (21,26,29,),(1,1,1,) 2
(6,12,21,),(0,1,0,) (6,12,25,),(0,1,1,) 2
(2,10,14,),(0,1,0,) (2,10,27,),(0,1,0,) 2
