(3,7,13,),(1,1,1,) (7,11,21,),(1,1,0,) 0
(0,6,13,),(0,0,1,) (0,5,26,),(0,0,1,) 0
(12,20,24,),(0,1,1,) (6,12,20,),(0,0,1,) 0
(0,3,23,),(0,1,0,) (0,2,3,),(0,0,1,) 0
(4,10,19,),(1,1,1,) (4,19,22,),(1,1,0,) 0
(6,13,29,),(0,0,1,) (0,6,29,),(0,0,1,) 0
(7,16,17,),(1,1,0,) (3,7,17,),(1,1,0,) 0
(0,13,24,),(0,1,0,) (0,13,20,),(0,1,1,) 0
(0,2,27,),(0,0,0,) (0,23,27,),(0,0,0,) 0
(0,13,25,),(0,1,0,) (0,1,13,),(0,1,1,) 0
(3,20,26,),(1,1,0,) (3,20,29,),(1,1,1,) 0
(0,11,27,),(0,0,0,) (0,17,27,),(0,1,0,) 0
(0,2,13,),(0,1,1,) (0,3,11,),(0,1,1,) 0
(0,13,26,),(0,1,0,) (0,22,24,),(0,1,1,) 0
(12,19,21,),(0,1,0,) (0,12,19,),(0,0,1,) 0
(4,18,20,),(1,1,1,) (6,18,20,),(0,1,1,) 0
(0,8,27,),(0,0,0,) (0,7,8,),(0,0,0,) 0
(0,6,29,),(0,1,0,) (0,8,26,),(0,0,1,) 0
(14,25,29,),(0,0,0,) (14,21,29,),(0,0,0,) 0
(3,5,20,),(1,1,1,) (3,20,28,),(1,1,1,) 0
(2,3,20,),(0,1,1,) (3,20,22,),(1,1,0,) 0
(12,20,21,),(0,1,0,) (8,12,20,),(0,0,1,) 0
(7,12,19,),(0,0,1,) (4,12,19,),(1,0,1,) 0
(0,3,19,),(0,1,0,) (0,3,15,),(0,1,1,) 0
(0,1,3,),(0,1,1,) (0,3,13,),(0,1,0,) 0
(7,13,28,),(1,1,1,) (0,13,28,),(0,1,1,) 0
(12,20,29,),(0,1,1,) (12,20,26,),(0,1,0,) 0
(3,6,20,),(1,1,1,) (3,11,20,),(1,1,1,) 0
(0,1,3,),(0,0,1,) (0,3,13,),(0,1,1,) 0
(0,3,19,),(0,1,1,) (0,3,15,),(0,1,0,) 0
(0,6,7,),(0,0,1,) (0,6,15,),(0,0,1,) 0
(2,7,17,),(1,1,0,) (5,7,17,),(0,1,0,) 0
(2,23,29,),(0,1,1,) (2,6,29,),(0,0,1,) 0
(1,11,15,),(1,1,0,) (1,11,17,),(1,1,1,) 0
(3,11,20,),(1,0,1,) (3,6,20,),(1,0,1,) 0
(0,17,27,),(0,0,0,) (0,11,27,),(0,1,0,) 0
(3,20,22,),(1,1,1,) (2,3,20,),(1,1,1,) 0
(0,2,27,),(0,1,0,) (0,23,27,),(0,1,0,) 0
(0,13,25,),(0,1,1,) (0,1,13,),(0,0,1,) 0
(0,13,20,),(0,1,0,) (0,13,24,),(0,1,1,) 0
(0,6,7,),(0,1,0,) (0,7,15,),(0,0,1,) 0
(3,5,20,),(1,0,1,) (3,20,28,),(1,1,0,) 0
(6,15,21,),(0,1,0,) (6,15,25,),(0,1,0,) 0
(8,10,26,),(0,0,0,) (8,10,21,),(0,0,1,) 0
(11,19,22,),(0,1,0,) (0,19,22,),(0,1,0,) 0
(0,12,15,),(0,0,0,) (0,2,20,),(0,0,0,) 0
(2,7,17,),(0,1,0,) (5,7,17,),(1,1,0,) 0
(14,15,18,),(0,0,1,) (5,14,18,),(1,0,1,) 0
(0,6,15,),(0,1,0,) (0,7,15,),(0,1,0,) 0
(12,20,26,),(0,1,1,) (12,20,29,),(0,1,0,) 0
(24,26,28,),(1,1,1,) (5,24,28,),(1,1,1,) 0
(3,20,26,),(1,1,1,) (3,20,29,),(1,1,0,) 0
(8,12,17,),(0,0,0,) (10,12,17,),(1,0,0,) 0
(8,12,20,),(1,0,1,) (12,20,21,),(0,1,1,) 0
(0,3,23,),(0,1,1,) (0,2,3,),(0,1,1,) 0
(5,14,18,),(0,0,1,) (14,15,18,),(0,1,1,) 0
(4,12,19,),(0,0,1,) (7,12,19,),(1,0,1,) 0
(3,21,24,),(1,1,0,) (3,9,21,),(1,1,1,) 0
(0,8,29,),(0,1,0,) (8,22,29,),(1,0,0,) 0
(2,8,26,),(1,1,1,) (2,21,26,),(1,1,1,) 0
(23,26,29,),(0,0,0,) (6,23,26,),(0,0,0,) 0
(0,7,8,),(0,1,0,) (0,8,27,),(0,0,1,) 0
(2,6,21,),(0,0,1,) (2,6,11,),(0,0,1,) 0
(10,12,17,),(0,0,0,) (8,12,17,),(1,0,0,) 0
(0,6,7,),(0,0,0,) (0,7,15,),(0,0,0,) 0
